-1.0
-0.94
-0.88
-0.82
-0.76
-0.7
-0.64
-0.58
-0.52
-0.46
-0.4
-0.34
-0.28
-0.22
-0.16
-0.1
-0.04
0.02
0.08
0.14
0.2
0.26
0.32
0.38
0.44
0.5
0.56
0.62
0.68
0.74
0.8
0.86
0.92
0.98
1.04
1.1
1.16
1.22
1.28
1.34
1.4
1.46
1.52
1.58
1.64
1.7
1.76
1.82
1.88
1.94
2.0
